Ticker,TD.TO,TD.TO,TD.TO,TD.TO,TD.TO,RY.TO,RY.TO,RY.TO,RY.TO,RY.TO,BMO.TO,BMO.TO,BMO.TO,BMO.TO,BMO.TO,CM.TO,CM.TO,CM.TO,CM.TO,CM.TO,BNS.TO,BNS.TO,BNS.TO,BNS.TO,BNS.TO
2025-01-22,77.56286663919116,77.84663611107946,77.17504884204763,77.4304428100586,8752000,166.53145023829242,166.7589688591526,165.0240815117619,165.06199645996094,7485300,134.61417835352572,134.9509482522382,134.0622542699579,134.7357940673828,2542200,86.23017680558743,86.8838686833412,86.11649628973923,86.72281646728516,3236900,69.1025972246009,69.1861856730068,68.53602967595344,68.77751922607422,2189800
2025-01-23,77.67638531687743,77.84664557740295,77.39261581048211,77.78043365478516,4144900,165.55501420643876,166.54096220189268,165.41280057110697,166.4556427001953,8055300,134.73579204961163,134.94159666652854,134.1745041354483,134.69837951660156,3249200,86.67544547894772,88.08704120418072,86.5428133907644,86.68492126464844,4347000,68.72179198055446,69.1304655462022,68.69392916220019,69.05615997314453,2440700
2025-01-24,77.59124844913764,77.92230804887524,77.55341203537363,77.70475769042969,5896600,166.31341666945238,167.08133552500382,165.98161381007998,166.81588745117188,6103600,134.60481499687538,135.78350238452666,134.52062609935956,135.51222229003906,7291600,86.55228708609958,86.66597482804244,86.23017543121478,86.40070343017578,2297700,69.03758369158082,69.18618774414062,68.80538410194373,69.18618774414062,3910200
2025-01-27,77.57232899435539,78.31958188215961,77.52503167597176,78.15877532958984,4889900,165.9649755128278,168.60375057377948,165.9649755128278,168.45077514648438,10690700,134.7077193048226,136.64414962141834,134.69836974078478,135.5496368408203,6116500,85.87965365579929,86.83650563805024,85.87965365579929,86.64702606201172,1894700,68.80538954604042,69.60415676448649,68.80538954604042,69.5762939453125,2961800
2025-01-28,77.99797372482051,78.37633061121133,77.82771348677251,78.07364654541016,4927900,168.26912011700216,169.7701641569086,167.77195726822896,169.25387573242188,8045800,135.54962683423628,135.6805920918154,134.25868765928277,135.2689971923828,4374400,86.68493270159648,88.39968151642438,86.66598835560228,88.01126098632812,2738500,69.61343304260345,69.94780101330944,69.40910335932223,69.75275421142578,3791000
2025-01-29,78.02636179328742,78.48039157338204,77.94123526883385,78.36688232421875,2306000,169.32079722939955,169.81794545814657,167.8388788590623,168.29779052734375,8978900,134.8761106949496,136.25125327670236,134.8761106949496,136.2231903076172,4540000,87.90703732976552,88.27651346476007,87.34808162047457,87.82176971435547,1984400,69.65988240283446,69.91065486157001,69.48340843317298,69.5762939453125,2270900
2025-01-30,78.5087634685679,79.07629525514953,78.26283038164453,78.55606079101562,7603000,168.90967418777552,171.42415470213717,168.85231205397147,170.8218231201172,4498600,136.35559272886036,136.94198242690302,135.95835960131004,136.41233825683594,4319500,88.10599144434427,88.37125563846423,87.44283095904434,87.53756713867188,4050200,69.72489929199219,70.07784015163666,69.49269967971219,69.72489929199219,3902400
2025-01-31,78.37633244262912,78.80197943941653,78.27228411602641,78.42362976074219,4653600,171.0990885008765,171.42415030979637,169.0913263379465,169.3972625732422,4915100,136.04348936937987,137.25410884071965,135.8165072383302,136.08132934570312,6739200,87.53756818298912,87.76493646238913,86.44808403450703,86.7322998046875,3149000,69.60415737164537,69.8456398640395,68.49888496030478,69.0654525756836,3915100
2025-02-03,74.72520946155895,78.83982398226983,74.70629486229736,78.03582000732422,12186800,162.30317858017472,167.31301349321637,162.30317858017472,165.48690795898438,6847900,127.68264479795582,134.81395060930595,127.68264479795582,134.39781188964844,7732600,76.99326209239975,83.39752735287308,76.98379353430833,82.74383544921875,9059000,63.15829029999812,67.105683443748,63.15829029999812,66.9384994506836,9981600
2025-02-04,77.572334748022,78.18716384982406,77.4020744923931,77.56287384033203,6585600,165.9076218580274,166.9115030917406,162.38927438157558,162.45619201660156,4465600,134.3978062073788,135.16389973470092,131.9103546142578,131.9103546142578,3855000,83.37857226953703,84.16488893635517,82.89540843655031,83.66278076171875,5105800,67.59794175350397,67.69082016986086,66.64128060130709,66.75273895263672,4203500
2025-02-05,78.03581145034373,78.12093796252378,77.57232804539596,77.7993392944336,6001200,162.58047993729699,163.20192255858632,161.1559236077444,162.92466735839844,2467300,132.3832460709162,133.4047088623047,132.17516951535254,133.4047088623047,2560900,83.75752486337792,83.82384090157282,82.82909310074315,83.62488555908203,2407800,66.87347727274886,67.17069244384766,66.64127769888513,67.17069244384766,5425700
2025-02-06,78.23445801695398,78.3763427734375,77.91285930437927,78.3763427734375,3377000,163.31666129878394,164.05282819702646,162.74301073454367,163.3740234375,2545300,134.5302189778275,134.98419766062048,134.1802641480902,134.93690490722656,2631600,83.9943794332507,84.25016783328114,83.71016367507735,83.86174011230469,2702400,67.35646103816578,67.70011901855469,67.34717815563057,67.70011901855469,3955000
2025-02-07,78.13986567495805,78.3574160335458,77.95069082257234,78.32904052734375,4714100,163.31665159805485,163.49829349701986,162.1502395516451,162.95333862304688,2922100,134.75721839411622,134.75721839411622,133.59389155631385,134.55860900878906,1667800,83.66278307700237,84.46805856356742,83.29330696740706,84.31647491455078,1706500,67.57008071516063,67.63509631693807,67.15212428747265,67.58865356445312,3326900
2025-02-10,79.341141282484,81.36534251612923,79.19926375122321,81.34642791748047,14779500,163.2879440857543,163.8424690010415,161.31843311094616,161.46185302734375,4557600,135.0125686991649,135.25847080925658,133.91544033403827,134.46400451660156,3083000,84.32595723227614,84.6006971964731,82.65857310345277,83.22699737548828,2157300,67.66295890475338,67.83943286019542,66.98494007225241,67.27286529541016,2332500
2025-02-11,81.05321096201232,82.28286203234005,80.95861631182214,81.99909973144531,5400500,160.85952369219018,162.13110444139193,160.09466122646617,161.63394165039062,1635100,134.00054814058774,135.13551639179005,133.8965242970057,134.59640502929688,4034900,82.92382341004678,83.49224758699403,82.61118758295885,83.1606674194336,4082200,67.15212637033407,67.75583965434897,67.0685308305021,67.65367126464844,4625400
2025-02-12,81.81936634922549,81.89503917146448,80.5897082457933,80.93968963623047,6150900,160.82129518438188,161.7964806531726,160.61095763106493,161.7008819580078,1511300,134.32214590637938,134.48292972672826,132.78049158226594,133.3290557861328,1696800,82.85752322807122,83.52069091796875,82.4785712949736,83.52069091796875,1887200,67.33789053571154,67.74656413895099,66.97565969144753,67.73727416992188,2531100
2025-02-13,80.92077951131935,81.08157885504619,80.32486502394895,80.48566436767578,3394200,161.9494637486102,162.31277673765965,160.6492018067138,161.9016571044922,3706100,133.3952308523266,134.84231384674874,132.85613395235913,134.80447387695312,2501400,83.49226562423408,83.84279743589966,82.94279289695963,83.4164810180664,1546500,67.85800171761095,67.92301731534354,67.37502971819289,67.4586181640625,1513300
2025-02-14,80.42890880461322,80.75996838077415,80.04109822012684,80.06001281738281,4894200,162.20758150250222,162.48483665150746,161.10808722125637,161.2610626220703,2858500,135.0598819262718,136.02459938886832,134.80451256787657,135.44766235351562,2041100,83.33121411175027,83.77648210587091,83.12279018021235,83.37858581542969,1894900,67.67224251383014,67.83013651903742,67.35644741724711,67.42146301269531,2572200
2025-02-18,80.09785152738368,80.7126805959334,79.96542769311854,80.52349853515625,3920800,161.21326923690472,164.06238160423678,161.09854497113292,164.0050048828125,7054000,135.44764313410369,136.516384312545,135.23956656519184,135.9867401123047,3456400,83.0564680582386,83.84279202321036,82.83857558422407,83.6817398071289,2070500,67.05924353472196,67.31931304643093,66.7806082585739,67.26358032226562,2564000
2025-02-19,80.40054144091766,80.9680732313066,79.71003949796298,80.93023681640625,3520200,163.4887532710272,164.02415270195885,161.82517824902644,163.9859161376953,2467400,135.5138471084863,136.0434913308686,134.46401144207752,135.92054748535156,2043400,83.53963955550729,83.54911534199614,82.76279130528995,83.29331970214844,1742800,66.87348957223018,67.2635832273874,66.49267879969341,67.24501037597656,2193700
2025-02-20,80.63700424087031,80.98698562556555,80.40999299443531,80.95860290527344,4469900,163.52697649318006,164.27272802660679,161.8347351274563,161.95901489257812,2708800,135.4760276020106,136.11916292022102,134.31268638486355,135.2395782470703,1889100,83.07542267317001,83.27437081113136,82.18488671742276,82.77226257324219,1986700,67.15212143870524,67.36574108426777,66.85490625944996,67.31930541992188,2517300
2025-02-21,81.03428782953208,81.59236594704606,80.36270768012668,80.51405334472656,2790500,162.10244789021576,163.09675903405014,161.39494744943144,161.7869415283203,2685800,135.84489472893907,136.87581050379052,134.97476279158266,135.21121215820312,2861900,82.84803871833587,82.89541041545003,81.87224247219613,82.03329467773438,1865100,67.38432687477611,67.43076254315736,66.5112541096431,66.77131652832031,4013400
2025-02-24,80.59916904614705,80.72213196970469,80.0127154994066,80.06001281738281,1871400,162.3318765250024,162.71431506302207,161.12722795445217,161.71043395996094,3969400,135.01257526221855,135.31523734940276,134.4167182979013,134.63426208496094,2797300,82.11857564132644,82.86700376442344,82.03330801823573,82.50699615478516,2375400,66.78060725007106,67.32859491187205,66.55769761528502,67.08711242675781,2703600
2025-02-25,80.15460210664546,80.99644242704659,80.15460210664546,80.65592193603516,3845200,163.65126395200912,164.84635702981652,162.437045300166,163.19235229492188,5163400,137.61351729783203,142.89106835281333,137.61351729783203,141.00892639160156,5756200,83.23646602544667,84.23121383715973,81.2375018449649,81.68276977539062,2870500,66.50197238402406,67.24501403191407,65.22023298189264,66.31621551513672,5378500
2025-02-26,80.6843198808042,81.17617889586961,80.42892585607945,81.03429412841797,2227300,163.85205274553547,164.37788205056168,162.66651511172807,163.89028930664062,2702300,141.36833774097934,142.54113170583287,139.9307216601465,141.103515625,3708300,81.65436172071767,82.5827864028684,81.59751423044818,82.21331024169922,1952200,66.31621423961366,67.60724358620894,66.25119862813656,67.22643280029297,4352300
2025-02-27,80.40053835512798,81.77207406397461,79.92759401186252,81.61127471923828,6615400,164.20578589130176,165.29571017481166,156.85357107676234,159.2055206298828,6201700,141.2642920410757,142.01146559374519,140.04421981585728,140.69680786132812,3666600,83.36910954117441,84.9985978386716,81.67330519565849,81.88172912597656,3183300,67.24499403676259,67.44933078348178,66.59483101664081,66.61341094970703,5181500
2025-02-28,81.69640310260677,82.8314665654752,81.336960806671,81.95178985595703,6614800,159.6548618912717,163.5556470126893,158.9855981715316,163.46958923339844,4373100,140.27120194237855,140.95217718538674,139.12679523657465,140.69680786132812,4409100,81.16171285318896,83.05646514892578,80.95328894419289,83.05646514892578,6405200,66.79917724813923,66.79917724813923,66.00970004876439,66.706298828125,5933400
2025-03-03,81.91395924442693,82.52878833724236,81.21400363332039,81.73424530029297,5089900,162.57089591219292,164.569102635051,160.97425330329617,162.1119842529297,3371100,140.99002723847872,141.661535319731,138.71065201025712,139.47674560546875,1849100,82.63963597285603,83.34069239529332,81.20909576817768,82.10910034179688,4331600,66.76202553460801,67.39360872148033,66.03756392623053,66.53911590576172,4546200
2025-03-04,80.47621290556927,80.83564801618812,79.38843944945047,80.32486724853516,5549900,159.30114321153127,159.4827997174489,155.64894587078632,155.85928344726562,4114500,137.88778553869068,137.92562551342115,134.56804212632431,136.36505126953125,3518500,80.9911877238221,80.9911877238221,78.19643087986339,78.72695922851562,5883800,65.58244798015853,65.6288907292367,64.4678928639686,65.25736999511719,6720200
2025-03-05,80.00327212915948,80.62755495094187,79.61545427808862,80.39108276367188,6031100,156.0886999316541,158.29724403077597,155.47681290452883,158.2876739501953,3531900,135.54222033890412,136.71501428656416,133.74521108799988,134.87071228027344,3459300,78.87854307226944,79.61749533903036,78.22485119263939,79.096435546875,4583400,65.20164283804542,65.52672793697194,64.44002845694145,64.73724365234375,4895200
2025-03-06,80.12622741650974,80.64646906544394,80.01271817949925,80.14514923095703,3944500,156.70059910958625,158.7465978828617,155.97398776745038,156.2321319580078,3656700,133.82088527833687,133.89655080551182,131.9481959521352,132.78050231933594,2654800,78.23432440218848,78.52800869651105,76.64273217699345,76.95536804199219,5390500,64.23569738996734,64.64436384602517,63.75271827894119,63.97562789916992,5025800
2025-03-07,79.9181277338058,81.10994941937973,79.79516481078085,80.94915008544922,4991900,155.5437579263489,158.4215368304309,155.50550677795056,158.1156005859375,3433300,132.17518818652294,134.18974129009328,131.70228948102553,133.9343719482422,1536800,76.7374701087666,77.53326262568457,76.01746219257421,77.2301025390625,4923200,63.9291949281408,64.62579372111763,63.61339979051657,64.54219818115234,3586300
2025-03-10,80.30595622795616,81.03428738935096,80.21136879637427,80.26811981201172,9628600,155.89748975166998,157.48457676121345,155.17087845757743,155.99310302734375,3566600,132.2035489786034,133.9627325809663,132.02384517771722,133.39524841308594,2212200,76.06483269367574,76.45325316045759,75.36377635964323,76.15009307861328,6101200,63.97563562558115,64.5422032553047,63.799168736082116,64.18926239013672,6818600
2025-03-11,79.96542522055874,80.0127153218725,78.22498639801258,78.67901611328125,6743400,155.06571491369036,155.78277073978717,151.87242980272165,152.025390625,4484900,132.48729433740024,133.74520654297504,129.8012333307117,129.867431640625,4066100,75.73325617500029,76.46273267290235,74.73850826813612,75.60062408447266,8811700,63.91990203381205,64.44931680879071,63.297608841255716,63.65983963012695,5039600
2025-03-12,78.76414670416811,79.61544795403076,78.27228776900184,79.36952209472656,5127300,152.64686199123972,153.59336643326097,151.93936159166043,152.971923828125,3435400,130.58625735108248,131.98603349870797,129.8674420720321,131.85362243652344,2038700,75.81851208389713,76.59536023732863,75.3448240091729,76.19746398925781,6817700,63.799162790073964,63.864178393023685,63.25116806278124,63.56696319580078,4652000
2025-03-13,79.03845347259997,79.73841627118554,78.69793298046584,78.76414489746094,5402100,152.9432403315214,153.01015796109334,150.0367656553451,150.15150451660156,3086500,130.6713325205799,132.21297200031506,129.55528442338775,129.59312438964844,2078100,75.79009426154593,75.88483043379154,74.81429795439358,75.32588195800781,4580800,63.3811956025312,63.78986913238732,63.09327038986103,63.325469970703125,5094000
2025-03-14,79.07629576790701,80.1546083343717,79.01954475384832,80.0505599975586,5371500,151.1744990548119,153.47864215872252,150.88768836846575,152.971923828125,2657000,129.962004200403,132.10895357721202,129.82012595319995,131.62660217285156,1649500,75.72378554600422,76.87958575180511,75.25009741103058,76.481689453125,3888500,63.41835957781249,64.12424841227427,63.41835957781249,63.96635437011719,3014600
2025-03-17,80.08839462440685,80.83564756458233,80.0505582103597,80.71268463134766,8763000,152.97192469968053,153.95668029785156,152.2835498714488,153.95668029785156,4075600,131.70225894157565,132.61968337204377,130.72808898868183,132.44943237304688,2427200,76.51010595108941,77.56169413902079,76.51010595108941,77.41011047363281,2897100,64.13352857288474,64.74653179593139,64.13352857288474,64.7000961303711,3325700
2025-03-18,80.64647362723247,80.9869941409678,80.23974119230182,80.69376373291016,4826200,154.05227891196245,154.44425834437735,152.9623546358395,153.77500915527344,2429300,132.55349369769695,133.46146550959963,131.40908697846848,132.0238494873047,1576300,77.59012451867312,77.59012451867312,76.74696014531783,76.90801239013672,2119600,64.7093769143801,64.78368248027095,64.0777937766454,64.17996215820312,4036600
2025-03-19,80.67483531337001,81.24236700018443,80.67483531337001,81.17615509033203,4969100,153.97578817369939,156.6623549582501,153.68896293015015,156.43289184570312,2751100,132.39271139382868,133.18719215023012,131.85361439912603,132.91290283203125,1513400,77.03115773395093,77.53326597146993,76.9269457720613,77.06905364990234,5812300,64.2914284204212,64.43074960207285,63.910617662984635,64.15210723876953,2791100
2025-03-20,80.82617418379633,81.58288791484667,80.69375036334606,81.16669464111328,4021500,155.46728129778964,156.62413790839733,154.7024187492386,155.79234313964844,2501200,132.43054480972899,133.23446387283218,132.08058998769886,132.50621032714844,1219900,76.80379414521646,77.40063859502166,76.62379034045776,76.84169006347656,3921900,64.02207355698881,64.2635631234624,63.74343120442934,63.95705795288086,2495500
2025-03-21,81.08159011150819,81.34643782419336,80.26812515594155,80.68431854248047,11937000,154.77890104306672,156.25124936192512,154.64505119589776,155.76365661621094,6927700,131.87251020425325,132.1657194889932,130.38761595233714,131.1631622314453,6579000,76.44378832210177,77.18274060580465,76.3585207051093,77.11642456054688,15481400,63.780590420958774,64.04065286361046,63.41835957781249,63.96635437011719,11049500
2025-03-24,81.25184673760621,82.14097727361339,81.24238582927548,81.99909973144531,11579400,156.5572063032403,158.9378371654662,156.47116309568196,158.7083740234375,4029400,132.2413903651895,132.85615286052152,131.74010450023434,131.9292755126953,2142400,77.68484382732846,78.19642781256451,77.57115608797388,78.12063598632812,5171200,64.38430840186955,64.45861397870186,64.0592303609405,64.2728500366211,7418800
2025-03-25,82.28284901432345,82.68012771921616,82.10313508382367,82.33960723876953,8855500,159.73138287652614,160.42931321675465,158.84222595450137,159.32981872558594,3644700,132.60078521236605,133.24393491306077,132.26976479982628,132.6197052001953,2179100,78.40485176654384,78.9732760078359,78.34800428288017,78.50906372070312,4124400,64.55148209856964,64.81154448978407,64.49575646792903,64.71866607666016,7336000
2025-03-26,82.49096004719196,82.75580775225694,82.31123886880128,82.6044692993164,8470600,159.68355990730188,160.33368353562193,158.23032264774034,158.79440307617188,2199400,133.15881114923863,133.2912222095142,131.27668353758776,131.796875,1768600,78.63222511448919,79.01117704255002,78.18695714111072,78.62274932861328,2623900,64.74653442692312,65.02517677628367,64.52362479913627,64.65365600585938,6915700
2025-03-27,82.2923189067652,82.90714802006993,82.2734043075895,82.5666275024414,9543400,158.31634159059902,158.7943787458978,156.43287403163896,157.02565002441406,2334700,131.46582508074272,131.89143098063104,130.79430264584045,131.38070678710938,2251600,78.37643218537393,78.51853282575838,77.25852803760891,77.70378875732422,3533300,64.59793516371998,64.69081359167545,63.88275638750623,64.2728500366211,5927600
2025-03-28,82.33014715301944,82.59499481455094,81.51668235456836,81.69640350341797,9035200,156.6910321384742,157.02566401240716,153.28740962371486,153.52642822265625,3935900,130.75647698902182,131.18208288853688,128.8932551497219,129.04458618164062,3829300,77.43534703396608,78.1064514000366,76.64920163870178,77.08062744140625,11790100,64.08708709362259,64.28213389965417,63.39048832086581,63.49265670776367,8450500
2025-03-31,81.05320695569971,81.98017386265295,80.96807321804827,81.5639877319336,9482300,152.86672927358694,155.6297835983393,152.56079306355213,154.9796600341797,4138800,127.66370330526715,130.4254294253703,126.85978433617485,129.97145080566406,2657100,76.36160112125103,78.00100181810825,76.24655276353097,77.60792541503906,3200300,63.05611878923616,63.520517959630396,62.15518326488429,63.37191390991211,11842800
2025-04-01,81.62073919258188,81.81937495944442,80.10731867132579,80.29649353027344,16865000,154.8840684701219,155.6298054104875,152.53211878921098,155.54376220703125,3010800,129.96201880442305,131.08751997279245,128.63789384033805,130.557861328125,1971000,77.57916414733327,78.53787850599358,76.70673788444564,78.18315887451172,2998600,63.26813379190144,63.52287084910932,62.79640596536357,63.29643630981445,4501200
2025-04-02,79.56814744159836,81.44100272974163,79.53976472318425,81.17615509033203,13073600,154.81714157882936,157.0543670654297,153.84195606236568,157.0543670654297,2743700,129.8012174525422,132.44943815956998,129.12969506715416,132.1846160888672,3169300,77.57916939956077,79.56370796376746,77.17651109712128,79.50618743896484,4313800,63.06057247351612,64.24932861328125,62.74923757809761,64.24932861328125,10357000
2025-04-03,80.0127157200469,80.15460045780928,77.61961864162475,78.1682357788086,14518900,152.97192302030132,158.23033287412417,152.96236752698672,155.08485412597656,6510200,128.2122870461061,130.07550898870605,127.8812666311183,127.97583770751953,4555500,78.71044709571461,80.75251335342683,78.71044709571461,79.61164093017578,5852000,63.21152076615324,64.43801583932118,63.09830351081644,64.32479858398438,8101200
2025-04-04,77.21289240502976,77.32640164761104,75.77514474845762,76.80615997314453,12709700,152.92410875724738,154.39647161253978,149.73082352455265,150.88768005371094,8777000,125.45999917464734,125.52621190923335,119.38798979014761,120.15408325195312,8836900,77.9722395052014,77.9722395052014,76.15068078516323,77.32990264892578,5155300,63.49457044996077,63.617217097674896,61.96616964969816,62.77754211425781,10728300
2025-04-07,74.31847475446754,76.72103291470869,73.9684933380523,75.05626678466797,25072200,145.05561273562756,151.987152307681,144.6062565893907,148.7078094482422,9351000,115.38726930160037,121.53495168242334,115.35889653745735,118.82051086425781,6337400,74.46333379162414,76.75466025626574,74.07984663003194,75.0577392578125,8260300,60.484938176874536,62.34354683243827,59.8150855747669,59.890560150146484,14924800
2025-04-08,76.51293307289306,77.31693698998063,74.68736767179509,75.35894775390625,18636500,151.53778666279757,152.04450490853029,146.7956513993777,147.7039337158203,5445600,121.71466555956204,122.10244594393617,117.12754255348379,118.02605438232422,3383800,76.38077405623224,76.94641935249453,74.11820750000386,74.59756469726562,8253900,61.05101338775959,61.70200008044814,59.5603553532362,59.966041564941406,8321000
2025-04-09,74.51711188405038,77.41152904540955,73.88336817637052,76.79670715332031,6589500,146.2793976664584,153.68897499923654,144.9313291278907,153.34478759765625,5027800,116.84380724212123,122.80232630721491,114.73467594492304,122.48075866699219,5333200,73.76347927561606,78.00099465107436,73.02526518162688,77.35865783691406,8051300,59.43770752336669,62.305813639047344,59.03202129520802,61.90012741088867,8322700
2025-04-10,76.24090185162191,76.42297774316721,74.80347907275356,75.89591979980469,9240800,152.0158546361981,152.14970449070094,145.89698330386776,146.85305786132812,8464100,121.0620597636512,121.26068355540869,116.0966237186577,117.72339630126953,5434100,76.69714620604684,76.88888614579801,74.73177890875296,75.63297271728516,5234000,61.4189596979624,61.4189596979624,59.52261547681322,60.0415153503418,5876800
2025-04-11,75.56051506706545,77.88914002870665,75.43594107067166,77.66873931884766,6727900,146.85305170433725,151.05977374537497,146.85305170433725,150.37139892578125,5002100,117.5153213121232,120.12572403132859,117.5153213121232,119.68119812011719,5241500,74.86600258624802,76.71632163625212,74.78931099463287,76.01646423339844,5124700,59.815090060793274,60.92836802336623,59.76791439877081,60.35285949707031,4152400
2025-04-14,78.74200807394521,79.77695409799081,78.23411992634212,79.7194595336914,15059700,152.8093909478871,153.1057717123328,150.57218009187199,152.93368530273438,6392900,121.53496477118252,121.78086689747829,120.00277039970341,121.09043884277344,1527200,77.0806304577966,77.43535006423764,76.35200554861596,77.36824035644531,4447600,61.1076261051107,61.456707325858595,60.73967893637467,61.33406066894531,4659500
